order_id,order_date,customer_id,customer_type,product_name,category,unit_price,quantity,revenue,channel,device,region,returned,return_reason,month,month_name,week,weekday,is_returned
ORD-1822,2025-01-09,CUST-0983,New,Brass Key Hook,Home & Kitchen,14.0,1,14.0,Email,Desktop,West,No,,1,January,2,Thursday,False
ORD-8577,2025-03-12,CUST-1328,New,Ribbed Beanie,Apparel,22.0,1,22.0,Paid Social,Mobile,Northeast,Yes,Changed mind,3,March,11,Wednesday,True
ORD-7493,2025-03-03,CUST-0755,Returning,Merino Crew Sweater,Apparel,69.0,1,69.0,Direct,Mobile,Northeast,Yes,Changed mind,3,March,10,Monday,True
ORD-8820,2025-03-15,CUST-0931,New,Canvas Weekender Bag,Accessories,59.99,2,119.98,Organic Search,Mobile,Southeast,No,,3,March,11,Saturday,False
ORD-8417,2025-03-11,CUST-0406,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Organic Search,Mobile,Southeast,No,,3,March,11,Tuesday,False
ORD-3252,2025-01-23,CUST-1547,New,Leather Card Wallet,Accessories,25.0,1,25.0,Organic Search,Desktop,Northeast,No,,1,January,4,Thursday,False
ORD-8814,2025-03-14,CUST-0546,Returning,Linen Joggers - Slate,Apparel,32.0,1,32.0,Referral,Desktop,Southwest,No,,3,March,11,Friday,False
ORD-7848,2025-03-06,CUST-0700,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Desktop,West,No,,3,March,10,Thursday,False
ORD-4722,2025-02-06,CUST-2460,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,2,32.0,Organic Search,Desktop,Midwest,Yes,Not as described,2,February,6,Thursday,True
ORD-10035,2025-03-25,CUST-0333,Returning,Canvas Weekender Bag,Accessories,59.99,1,59.99,Direct,Mobile,Southeast,No,,3,March,13,Tuesday,False
ORD-1046,2025-01-01,CUST-2202,New,Leather Card Wallet,Accessories,25.0,1,25.0,Referral,Mobile,Midwest,No,,1,January,1,Wednesday,False
ORD-2685,2025-01-17,CUST-0864,New,French Press Mug,Home & Kitchen,20.0,2,40.0,Referral,Tablet,Midwest,No,,1,January,3,Friday,False
ORD-4970,2025-02-09,CUST-2209,New,Leather Card Wallet,Accessories,25.0,1,25.0,Paid Social,Mobile,Northeast,No,,2,February,6,Sunday,False
ORD-8919,2025-03-16,CUST-0624,Returning,Brass Key Hook,Home & Kitchen,14.0,1,14.0,Direct,Mobile,Southwest,No,,3,March,11,Sunday,False
ORD-5685,2025-02-14,CUST-1756,New,Leather Card Wallet,Accessories,25.0,1,25.0,Paid Social,Desktop,Southwest,Yes,Changed mind,2,February,7,Friday,True
ORD-6143,2025-02-18,CUST-0229,Returning,Oversized Linen Tee,Apparel,24.0,1,24.0,Paid Social,Mobile,West,Yes,Defective,2,February,8,Tuesday,True
ORD-2349,2025-01-14,CUST-0183,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,2,32.0,Paid Social,Desktop,Northeast,No,,1,January,3,Tuesday,False
ORD-6149,2025-02-18,CUST-0060,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Email,Mobile,Southeast,No,,2,February,8,Tuesday,False
ORD-7223,2025-02-28,CUST-1566,New,Woven Market Tote,Accessories,18.0,3,54.0,Organic Search,Desktop,Southwest,No,,2,February,9,Friday,False
ORD-8157,2025-03-09,CUST-2255,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Email,Mobile,Southwest,Yes,Changed mind,3,March,10,Sunday,True
ORD-8219,2025-03-10,CUST-1839,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Organic Search,Mobile,Southeast,No,,3,March,11,Monday,False
ORD-10560,2025-03-30,CUST-0244,Returning,French Press Mug,Home & Kitchen,20.0,2,40.0,Organic Search,Mobile,Midwest,No,,3,March,13,Sunday,False
ORD-10067,2025-03-25,CUST-1848,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Paid Social,Mobile,Midwest,No,,3,March,13,Tuesday,False
ORD-6582,2025-02-22,CUST-2213,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Organic Search,Desktop,Southeast,No,,2,February,8,Saturday,False
ORD-6749,2025-02-24,CUST-2065,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Mobile,West,No,,2,February,9,Monday,False
ORD-7942,2025-03-07,CUST-2287,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Organic Search,Mobile,Southeast,No,,3,March,10,Friday,False
ORD-1348,2025-01-04,CUST-2402,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Email,Desktop,Southwest,No,,1,January,1,Saturday,False
ORD-9983,2025-03-25,CUST-0598,Returning,Linen Joggers - Slate,Apparel,32.0,1,32.0,Organic Search,Mobile,Southwest,No,,3,March,13,Tuesday,False
ORD-4044,2025-01-31,CUST-1482,New,Brass Key Hook,Home & Kitchen,14.0,1,14.0,Paid Social,Desktop,Southwest,Yes,Changed mind,1,January,5,Friday,True
ORD-9462,2025-03-20,CUST-2328,New,Merino Crew Sweater,Apparel,69.0,1,69.0,Direct,Mobile,Northeast,No,,3,March,12,Thursday,False
ORD-10156,2025-03-26,CUST-0651,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Email,Desktop,Midwest,No,,3,March,13,Wednesday,False
ORD-1531,2025-01-06,CUST-1799,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Organic Search,Mobile,West,No,,1,January,2,Monday,False
ORD-7827,2025-03-06,CUST-0371,Returning,Woven Market Tote,Accessories,18.0,1,18.0,Email,Mobile,Southwest,No,,3,March,10,Thursday,False
ORD-6569,2025-02-21,CUST-1546,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Desktop,Southwest,No,,2,February,8,Friday,False
ORD-5550,2025-02-13,CUST-0937,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,2,50.0,Paid Social,Mobile,West,No,,2,February,7,Thursday,False
ORD-2704,2025-01-17,CUST-0948,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Email,Desktop,Southeast,No,,1,January,3,Friday,False
ORD-6358,2025-02-20,CUST-0460,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Desktop,West,No,,2,February,8,Thursday,False
ORD-5585,2025-02-13,CUST-0498,Returning,Canvas Weekender Bag,Accessories,59.99,1,59.99,Direct,Tablet,Northeast,No,,2,February,7,Thursday,False
ORD-3447,2025-01-24,CUST-1230,New,Leather Card Wallet,Accessories,25.0,1,25.0,Paid Social,Mobile,Northeast,No,,1,January,4,Friday,False
ORD-9168,2025-03-18,CUST-0234,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Mobile,Midwest,No,,3,March,12,Tuesday,False
ORD-4319,2025-02-03,CUST-0571,Returning,Woven Market Tote,Accessories,18.0,1,18.0,Email,Mobile,Southeast,No,,2,February,6,Monday,False
ORD-1766,2025-01-08,CUST-1671,New,French Press Mug,Home & Kitchen,20.0,2,40.0,Organic Search,Mobile,West,Yes,Wrong size,1,January,2,Wednesday,True
ORD-10253,2025-03-27,CUST-2018,New,Ribbed Beanie,Apparel,22.0,3,66.0,Organic Search,Desktop,Southwest,No,,3,March,13,Thursday,False
ORD-5481,2025-02-12,CUST-2056,New,Merino Crew Sweater,Apparel,69.0,1,69.0,Direct,Desktop,Southeast,No,,2,February,7,Wednesday,False
ORD-1144,2025-01-02,CUST-1842,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Desktop,West,No,,1,January,1,Thursday,False
ORD-5649,2025-02-14,CUST-0239,Returning,Leather Card Wallet,Accessories,25.0,1,25.0,Paid Social,Mobile,Midwest,No,,2,February,7,Friday,False
ORD-6755,2025-02-24,CUST-1780,New,Woven Market Tote,Accessories,18.0,2,36.0,Organic Search,Desktop,Midwest,No,,2,February,9,Monday,False
ORD-2332,2025-01-14,CUST-0677,Returning,Merino Crew Sweater,Apparel,69.0,1,69.0,Organic Search,Desktop,West,No,,1,January,3,Tuesday,False
ORD-9087,2025-03-17,CUST-1257,New,Stoneware Mug Set,Home & Kitchen,34.0,2,68.0,Organic Search,Desktop,Southeast,No,,3,March,12,Monday,False
ORD-7364,2025-03-02,CUST-2194,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Organic Search,Mobile,Southeast,No,,3,March,9,Sunday,False
ORD-6399,2025-02-20,CUST-1463,New,Linen Joggers - Slate,Apparel,32.0,1,32.0,Paid Social,Desktop,Northeast,No,,2,February,8,Thursday,False
ORD-7720,2025-03-05,CUST-1326,New,Leather Card Wallet,Accessories,25.0,1,25.0,Organic Search,Tablet,Southwest,No,,3,March,10,Wednesday,False
ORD-3241,2025-01-22,CUST-0160,Returning,Oversized Linen Tee,Apparel,24.0,1,24.0,Organic Search,Mobile,Southwest,Yes,Defective,1,January,4,Wednesday,True
ORD-3130,2025-01-21,CUST-1116,New,Ribbed Beanie,Apparel,22.0,3,66.0,Organic Search,Mobile,West,No,,1,January,4,Tuesday,False
ORD-8931,2025-03-16,CUST-2116,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Mobile,Southwest,Yes,Defective,3,March,11,Sunday,True
ORD-6418,2025-02-20,CUST-1780,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Email,Mobile,Southeast,No,,2,February,8,Thursday,False
ORD-6493,2025-02-21,CUST-1517,New,Stoneware Mug Set,Home & Kitchen,34.0,2,68.0,Paid Social,Mobile,Southeast,No,,2,February,8,Friday,False
ORD-9446,2025-03-20,CUST-0990,New,Leather Card Wallet,Accessories,25.0,2,50.0,Paid Social,Mobile,Southeast,No,,3,March,12,Thursday,False
ORD-4047,2025-01-31,CUST-1788,New,Linen Joggers - Slate,Apparel,32.0,1,32.0,Email,Mobile,Midwest,No,,1,January,5,Friday,False
ORD-2878,2025-01-19,CUST-1032,New,Leather Card Wallet,Accessories,25.0,1,25.0,Email,Mobile,Southeast,Yes,Not as described,1,January,3,Sunday,True
ORD-3875,2025-01-29,CUST-0112,Returning,Woven Market Tote,Accessories,18.0,1,18.0,Email,Desktop,Southeast,No,,1,January,5,Wednesday,False
ORD-2493,2025-01-15,CUST-2242,New,Linen Joggers - Slate,Apparel,32.0,1,32.0,Referral,Desktop,West,No,,1,January,3,Wednesday,False
ORD-10298,2025-03-28,CUST-2080,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,3,75.0,Paid Social,Mobile,Southeast,No,,3,March,13,Friday,False
ORD-3127,2025-01-21,CUST-0052,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Email,Mobile,Southeast,No,,1,January,4,Tuesday,False
ORD-6468,2025-02-20,CUST-0559,Returning,Leather Card Wallet,Accessories,25.0,1,25.0,Email,Mobile,Southeast,Yes,Wrong size,2,February,8,Thursday,True
ORD-6556,2025-02-21,CUST-1769,New,French Press Mug,Home & Kitchen,20.0,2,40.0,Direct,Mobile,West,No,,2,February,8,Friday,False
ORD-1156,2025-01-02,CUST-0258,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Organic Search,Mobile,Southwest,No,,1,January,1,Thursday,False
ORD-4196,2025-02-01,CUST-1903,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Direct,Desktop,Southwest,No,,2,February,5,Saturday,False
ORD-3356,2025-01-23,CUST-0567,Returning,Linen Joggers - Slate,Apparel,32.0,1,32.0,Direct,Desktop,Southwest,No,,1,January,4,Thursday,False
ORD-6086,2025-02-17,CUST-1105,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,2,32.0,Organic Search,Desktop,West,No,,2,February,8,Monday,False
ORD-3172,2025-01-22,CUST-0088,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Paid Social,Tablet,Northeast,Yes,Defective,1,January,4,Wednesday,True
ORD-3966,2025-01-30,CUST-1099,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Paid Social,Tablet,Northeast,No,,1,January,5,Thursday,False
ORD-9138,2025-03-18,CUST-1200,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Organic Search,Mobile,Southwest,No,,3,March,12,Tuesday,False
ORD-7106,2025-02-27,CUST-2135,New,Woven Market Tote,Accessories,18.0,1,18.0,Organic Search,Mobile,West,Yes,Not as described,2,February,9,Thursday,True
ORD-5425,2025-02-12,CUST-2120,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Mobile,Southeast,No,,2,February,7,Wednesday,False
ORD-3100,2025-01-21,CUST-0571,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Email,Mobile,Northeast,No,,1,January,4,Tuesday,False
ORD-1184,2025-01-02,CUST-1124,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Mobile,Midwest,No,,1,January,1,Thursday,False
ORD-6347,2025-02-20,CUST-2038,New,Linen Joggers - Slate,Apparel,32.0,1,32.0,Organic Search,Desktop,Midwest,No,,2,February,8,Thursday,False
ORD-1341,2025-01-03,CUST-1939,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Paid Social,Mobile,Southeast,Yes,Wrong size,1,January,1,Friday,True
ORD-8498,2025-03-12,CUST-1615,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Mobile,Southwest,No,,3,March,11,Wednesday,False
ORD-10504,2025-03-30,CUST-1829,New,Woven Market Tote,Accessories,18.0,1,18.0,Organic Search,Mobile,West,No,,3,March,13,Sunday,False
ORD-9547,2025-03-21,CUST-0171,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,2,32.0,Paid Social,Desktop,West,No,,3,March,12,Friday,False
ORD-7386,2025-03-02,CUST-0081,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,2,32.0,Paid Social,Mobile,Southeast,No,,3,March,9,Sunday,False
ORD-9247,2025-03-18,CUST-1373,New,Canvas Weekender Bag,Accessories,59.99,1,59.99,Paid Social,Tablet,Northeast,No,,3,March,12,Tuesday,False
ORD-9570,2025-03-21,CUST-1258,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Tablet,Southeast,No,,3,March,12,Friday,False
ORD-1029,2025-01-01,CUST-2272,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Organic Search,Mobile,Northeast,No,,1,January,1,Wednesday,False
ORD-2112,2025-01-11,CUST-2420,New,Leather Card Wallet,Accessories,25.0,1,25.0,Email,Desktop,Southeast,No,,1,January,2,Saturday,False
ORD-3883,2025-01-29,CUST-1233,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,2,50.0,Organic Search,Desktop,West,No,,1,January,5,Wednesday,False
ORD-7679,2025-03-04,CUST-1940,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Email,Desktop,Midwest,No,,3,March,10,Tuesday,False
ORD-10542,2025-03-30,CUST-1868,New,Leather Card Wallet,Accessories,25.0,1,25.0,Paid Social,Mobile,Southwest,No,,3,March,13,Sunday,False
ORD-7415,2025-03-02,CUST-0563,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Paid Social,Mobile,Southeast,No,,3,March,9,Sunday,False
ORD-1993,2025-01-10,CUST-0624,Returning,Canvas Weekender Bag,Accessories,59.99,1,59.99,Organic Search,Desktop,Southeast,No,,1,January,2,Friday,False
ORD-7344,2025-03-01,CUST-0243,Returning,Leather Card Wallet,Accessories,25.0,1,25.0,Direct,Desktop,Southeast,No,,3,March,9,Saturday,False
ORD-6004,2025-02-16,CUST-0219,Returning,Stoneware Mug Set,Home & Kitchen,34.0,1,34.0,Organic Search,Mobile,Southwest,No,,2,February,7,Sunday,False
ORD-9762,2025-03-23,CUST-1529,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Email,Desktop,West,No,,3,March,12,Sunday,False
ORD-4331,2025-02-03,CUST-0056,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Email,Desktop,Southwest,No,,2,February,6,Monday,False
ORD-1571,2025-01-06,CUST-2163,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Email,Mobile,Southwest,No,,1,January,2,Monday,False
ORD-1247,2025-01-03,CUST-0466,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,2,32.0,Paid Social,Mobile,Northeast,No,,1,January,1,Friday,False
ORD-6887,2025-02-25,CUST-1243,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Direct,Mobile,Southwest,No,,2,February,9,Tuesday,False
ORD-5894,2025-02-15,CUST-1976,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,3,75.0,Email,Desktop,West,No,,2,February,7,Saturday,False
ORD-2485,2025-01-15,CUST-0109,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Paid Social,Mobile,Southeast,No,,1,January,3,Wednesday,False
ORD-2000,2025-01-10,CUST-0132,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Referral,Mobile,West,No,,1,January,2,Friday,False
ORD-7754,2025-03-05,CUST-0243,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Paid Social,Mobile,Southeast,No,,3,March,10,Wednesday,False
ORD-1795,2025-01-08,CUST-1263,New,French Press Mug,Home & Kitchen,20.0,3,60.0,Email,Mobile,Southwest,No,,1,January,2,Wednesday,False
ORD-7797,2025-03-05,CUST-0724,Returning,Stoneware Mug Set,Home & Kitchen,34.0,2,68.0,Paid Social,Mobile,Southwest,No,,3,March,10,Wednesday,False
ORD-7787,2025-03-05,CUST-1124,New,Leather Card Wallet,Accessories,25.0,1,25.0,Direct,Mobile,Southeast,No,,3,March,10,Wednesday,False
ORD-4717,2025-02-06,CUST-1950,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Referral,Tablet,Northeast,No,,2,February,6,Thursday,False
ORD-6861,2025-02-25,CUST-0768,Returning,Woven Market Tote,Accessories,18.0,2,36.0,Organic Search,Mobile,Northeast,No,,2,February,9,Tuesday,False
ORD-5504,2025-02-13,CUST-2229,New,Canvas Weekender Bag,Accessories,59.99,2,119.98,Organic Search,Desktop,West,No,,2,February,7,Thursday,False
ORD-8197,2025-03-09,CUST-0168,Returning,Woven Market Tote,Accessories,18.0,1,18.0,Paid Social,Desktop,Southeast,No,,3,March,10,Sunday,False
ORD-7077,2025-02-27,CUST-2242,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Organic Search,Desktop,Southwest,No,,2,February,9,Thursday,False
ORD-2466,2025-01-15,CUST-2108,New,Stoneware Mug Set,Home & Kitchen,34.0,2,68.0,Direct,Mobile,Southwest,No,,1,January,3,Wednesday,False
ORD-5707,2025-02-14,CUST-0501,Returning,Leather Card Wallet,Accessories,25.0,2,50.0,Paid Social,Desktop,West,No,,2,February,7,Friday,False
ORD-5323,2025-02-11,CUST-2260,New,Ribbed Beanie,Apparel,22.0,1,22.0,Organic Search,Tablet,West,No,,2,February,7,Tuesday,False
ORD-2575,2025-01-16,CUST-1178,New,Linen Joggers - Slate,Apparel,32.0,1,32.0,Paid Social,Mobile,Northeast,No,,1,January,3,Thursday,False
ORD-2720,2025-01-17,CUST-0060,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Tablet,Southeast,No,,1,January,3,Friday,False
ORD-8623,2025-03-13,CUST-1480,New,Leather Card Wallet,Accessories,25.0,1,25.0,Paid Social,Mobile,West,No,,3,March,11,Thursday,False
ORD-6229,2025-02-19,CUST-2160,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Organic Search,Mobile,West,No,,2,February,8,Wednesday,False
ORD-4604,2025-02-05,CUST-0746,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Direct,Desktop,Midwest,No,,2,February,6,Wednesday,False
ORD-1952,2025-01-10,CUST-0061,Returning,Brass Key Hook,Home & Kitchen,14.0,1,14.0,Organic Search,Mobile,Southeast,No,,1,January,2,Friday,False
ORD-7494,2025-03-03,CUST-1801,New,Canvas Weekender Bag,Accessories,59.99,2,119.98,Direct,Desktop,Midwest,No,,3,March,10,Monday,False
ORD-6029,2025-02-17,CUST-1503,New,Leather Card Wallet,Accessories,25.0,1,25.0,Organic Search,Mobile,Midwest,No,,2,February,8,Monday,False
ORD-2351,2025-01-14,CUST-1026,New,Ribbed Beanie,Apparel,22.0,1,22.0,Organic Search,Mobile,Northeast,No,,1,January,3,Tuesday,False
ORD-7334,2025-03-01,CUST-0775,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Paid Social,Desktop,Midwest,Yes,Not as described,3,March,9,Saturday,True
ORD-4162,2025-02-01,CUST-1293,New,Leather Card Wallet,Accessories,25.0,1,25.0,Organic Search,Mobile,West,No,,2,February,5,Saturday,False
ORD-4446,2025-02-04,CUST-0479,Returning,Merino Crew Sweater,Apparel,69.0,2,138.0,Email,Mobile,Southeast,No,,2,February,6,Tuesday,False
ORD-3192,2025-01-22,CUST-0673,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Email,Desktop,Northeast,No,,1,January,4,Wednesday,False
ORD-6048,2025-02-17,CUST-0052,Returning,Canvas Weekender Bag,Accessories,59.99,1,59.99,Organic Search,Desktop,Northeast,No,,2,February,8,Monday,False
ORD-7746,2025-03-05,CUST-0166,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,2,32.0,Organic Search,Mobile,West,No,,3,March,10,Wednesday,False
ORD-1934,2025-01-10,CUST-2221,New,Merino Crew Sweater,Apparel,69.0,1,69.0,Direct,Mobile,Midwest,No,,1,January,2,Friday,False
ORD-4187,2025-02-01,CUST-0246,Returning,Oversized Linen Tee,Apparel,24.0,1,24.0,Email,Mobile,Midwest,No,,2,February,5,Saturday,False
ORD-2494,2025-01-15,CUST-2435,New,Canvas Weekender Bag,Accessories,59.99,1,59.99,Direct,Mobile,Northeast,No,,1,January,3,Wednesday,False
ORD-4371,2025-02-03,CUST-1679,New,Leather Card Wallet,Accessories,25.0,2,50.0,Paid Social,Mobile,West,No,,2,February,6,Monday,False
ORD-8080,2025-03-08,CUST-1241,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Email,Desktop,Southeast,No,,3,March,10,Saturday,False
ORD-6807,2025-02-24,CUST-2491,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,3,48.0,Email,Mobile,West,No,,2,February,9,Monday,False
ORD-1177,2025-01-02,CUST-2487,New,Leather Card Wallet,Accessories,25.0,1,25.0,Organic Search,Desktop,West,No,,1,January,1,Thursday,False
ORD-3293,2025-01-23,CUST-2437,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Organic Search,Desktop,Midwest,Yes,Changed mind,1,January,4,Thursday,True
ORD-4912,2025-02-08,CUST-1267,New,Linen Joggers - Slate,Apparel,32.0,2,64.0,Organic Search,Desktop,Midwest,No,,2,February,6,Saturday,False
ORD-7772,2025-03-05,CUST-1172,New,Linen Joggers - Slate,Apparel,32.0,1,32.0,Paid Social,Tablet,West,No,,3,March,10,Wednesday,False
ORD-5691,2025-02-14,CUST-0630,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Organic Search,Mobile,Midwest,No,,2,February,7,Friday,False
ORD-4577,2025-02-05,CUST-1683,New,Merino Crew Sweater,Apparel,69.0,1,69.0,Referral,Desktop,Southeast,No,,2,February,6,Wednesday,False
ORD-5131,2025-02-10,CUST-1267,New,Oversized Linen Tee,Apparel,24.0,1,24.0,Direct,Desktop,Northeast,Yes,Wrong size,2,February,7,Monday,True
ORD-1464,2025-01-05,CUST-1978,New,Woven Market Tote,Accessories,18.0,2,36.0,Paid Social,Mobile,West,No,,1,January,1,Sunday,False
ORD-5199,2025-02-11,CUST-2265,New,Leather Card Wallet,Accessories,25.0,2,50.0,Paid Social,Mobile,West,No,,2,February,7,Tuesday,False
ORD-1017,2025-01-01,CUST-0880,New,Woven Market Tote,Accessories,18.0,1,18.0,Direct,Mobile,Midwest,No,,1,January,1,Wednesday,False
ORD-10517,2025-03-30,CUST-2428,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Email,Desktop,Northeast,No,,3,March,13,Sunday,False
ORD-5756,2025-02-14,CUST-0072,Returning,Bamboo Cutting Board Set,Home & Kitchen,16.0,2,32.0,Organic Search,Mobile,Midwest,Yes,Wrong size,2,February,7,Friday,True
ORD-5698,2025-02-14,CUST-0764,Returning,Leather Card Wallet,Accessories,25.0,1,25.0,Paid Social,Mobile,Southwest,No,,2,February,7,Friday,False
ORD-4790,2025-02-07,CUST-0247,Returning,Canvas Weekender Bag,Accessories,59.99,1,59.99,Organic Search,Mobile,Midwest,No,,2,February,6,Friday,False
ORD-4290,2025-02-02,CUST-1348,New,Leather Card Wallet,Accessories,25.0,1,25.0,Email,Desktop,Southeast,No,,2,February,5,Sunday,False
ORD-9592,2025-03-21,CUST-1414,New,Linen Joggers - Slate,Apparel,32.0,2,64.0,Organic Search,Mobile,Northeast,No,,3,March,12,Friday,False
ORD-7563,2025-03-04,CUST-2034,New,Ribbed Beanie,Apparel,22.0,1,22.0,Organic Search,Desktop,Northeast,No,,3,March,10,Tuesday,False
ORD-10340,2025-03-28,CUST-1628,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Paid Social,Mobile,Northeast,No,,3,March,13,Friday,False
ORD-6304,2025-02-19,CUST-0693,Returning,Linen Joggers - Slate,Apparel,32.0,1,32.0,Paid Social,Desktop,Southeast,No,,2,February,8,Wednesday,False
ORD-3620,2025-01-26,CUST-2122,New,Ceramic Pour-Over Kit,Home & Kitchen,25.0,1,25.0,Referral,Desktop,Midwest,No,,1,January,4,Sunday,False
ORD-9913,2025-03-24,CUST-0421,Returning,Ceramic Pour-Over Kit,Home & Kitchen,25.0,2,50.0,Email,Desktop,Northeast,No,,3,March,13,Monday,False
ORD-5095,2025-02-10,CUST-1730,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Organic Search,Mobile,West,No,,2,February,7,Monday,False
ORD-5436,2025-02-12,CUST-1102,New,Merino Crew Sweater,Apparel,69.0,1,69.0,Organic Search,Mobile,Midwest,No,,2,February,7,Wednesday,False
ORD-1734,2025-01-08,CUST-1867,New,Ribbed Beanie,Apparel,22.0,1,22.0,Paid Social,Mobile,Southeast,No,,1,January,2,Wednesday,False
ORD-5317,2025-02-11,CUST-1087,New,Linen Joggers - Slate,Apparel,32.0,2,64.0,Paid Social,Mobile,Southeast,Yes,Wrong size,2,February,7,Tuesday,True
ORD-9706,2025-03-22,CUST-1846,New,Canvas Weekender Bag,Accessories,59.99,3,179.97,Organic Search,Mobile,West,No,,3,March,12,Saturday,False
ORD-1203,2025-01-02,CUST-0598,Returning,Linen Joggers - Slate,Apparel,32.0,1,32.0,Referral,Tablet,Midwest,No,,1,January,1,Thursday,False
ORD-3111,2025-01-21,CUST-2134,New,Leather Card Wallet,Accessories,25.0,2,50.0,Organic Search,Tablet,Midwest,No,,1,January,4,Tuesday,False
ORD-7231,2025-02-28,CUST-0888,New,Linen Joggers - Slate,Apparel,32.0,3,96.0,Organic Search,Desktop,Northeast,No,,2,February,9,Friday,False
ORD-10270,2025-03-27,CUST-0026,Returning,French Press Mug,Home & Kitchen,20.0,1,20.0,Referral,Desktop,Southwest,Yes,Defective,3,March,13,Thursday,True
ORD-4499,2025-02-04,CUST-0875,New,French Press Mug,Home & Kitchen,20.0,1,20.0,Paid Social,Desktop,West,No,,2,February,6,Tuesday,False
ORD-5409,2025-02-12,CUST-1694,New,Bamboo Cutting Board Set,Home & Kitchen,16.0,1,16.0,Email,Mobile,Southeast,No,,2,February,7,Wednesday,False
